customer_id,date,api_calls,data_points_ingested,queries_executed,projects_active,feature_used
232,2023-01-31,1703,3264,170,2,"api_access,basic_analytics,dashboard"
232,2023-02-07,1713,3282,171,2,"api_access,dashboard,basic_analytics"
232,2023-02-14,1342,2571,134,2,dashboard
232,2023-02-21,1765,3383,176,2,dashboard
235,2023-01-31,1279,3430,127,1,"basic_analytics,dashboard,api_access"
235,2023-02-07,1242,3330,124,1,api_access
235,2023-02-14,1251,3354,124,1,"api_access,dashboard"
235,2023-02-21,1203,3225,120,1,"api_access,basic_analytics,dashboard"
237,2023-01-31,1757,5155,175,2,"dashboard,basic_analytics,api_access"
237,2023-02-07,2104,6172,210,2,basic_analytics
237,2023-02-14,2187,6414,218,2,"dashboard,api_access"
237,2023-02-21,1645,4827,164,2,api_access
243,2023-01-31,1285,3793,128,2,"api_access,basic_analytics"
243,2023-02-07,972,2869,97,2,"basic_analytics,dashboard,api_access"
243,2023-02-14,903,2668,90,2,"dashboard,api_access,basic_analytics"
243,2023-02-21,1307,3858,130,2,basic_analytics
244,2023-01-31,342,809,34,2,"basic_analytics,api_access"
244,2023-02-07,373,881,37,2,api_access
244,2023-02-14,445,1051,44,2,"dashboard,basic_analytics"
244,2023-02-21,321,759,32,2,"dashboard,basic_analytics,api_access"
246,2023-01-31,2894,7493,289,3,"basic_analytics,dashboard,api_access"
246,2023-02-07,1985,5139,198,3,basic_analytics
246,2023-02-14,2198,5689,219,3,"api_access,basic_analytics,dashboard"
246,2023-02-21,2819,7298,281,3,"dashboard,basic_analytics"
247,2023-01-31,2615,7756,261,1,"dashboard,api_access,basic_analytics"
247,2023-02-07,3290,9758,329,1,"dashboard,api_access,basic_analytics"
247,2023-02-14,2607,7733,260,1,"basic_analytics,api_access"
247,2023-02-21,2388,7081,238,1,"basic_analytics,api_access"
248,2023-01-31,1156,1824,115,3,"dashboard,api_access,basic_analytics"
248,2023-02-07,1339,2112,133,3,"dashboard,api_access"
248,2023-02-14,1326,2093,132,3,"dashboard,basic_analytics,api_access"
248,2023-02-21,1379,2177,137,3,"dashboard,basic_analytics,api_access"
249,2023-01-31,1238,2929,123,2,"basic_analytics,api_access,dashboard"
249,2023-02-07,1499,3547,149,2,"dashboard,basic_analytics"
249,2023-02-14,1397,3305,139,2,"basic_analytics,api_access"
249,2023-02-21,1605,3796,160,2,"api_access,dashboard"
267,2023-01-31,1799,2997,179,3,"dashboard,basic_analytics"
267,2023-02-07,2625,4373,262,3,dashboard
267,2023-02-14,1998,3328,199,3,"basic_analytics,api_access"
267,2023-02-21,2190,3647,218,3,"basic_analytics,dashboard,api_access"
269,2023-01-31,1061,1696,106,1,"api_access,basic_analytics,dashboard"
269,2023-02-07,1091,1744,109,1,"dashboard,basic_analytics,api_access"
269,2023-02-14,1136,1816,113,1,api_access
269,2023-02-21,1511,2415,150,1,"api_access,basic_analytics,dashboard"
280,2023-01-31,1827,2832,182,3,"basic_analytics,api_access"
280,2023-02-07,1640,2542,164,3,basic_analytics
280,2023-02-14,1766,2739,176,3,api_access
280,2023-02-21,1849,2866,184,3,dashboard
281,2023-01-31,1690,3680,169,3,basic_analytics
281,2023-02-07,1372,2987,137,3,dashboard
281,2023-02-14,1678,3653,167,3,"basic_analytics,api_access,dashboard"
281,2023-02-21,1607,3499,160,3,"basic_analytics,api_access"
284,2023-01-31,619,1427,61,3,"api_access,dashboard,basic_analytics"
284,2023-02-07,754,1738,75,3,"dashboard,api_access"
284,2023-02-14,703,1621,70,3,"basic_analytics,api_access,dashboard"
284,2023-02-21,725,1671,72,3,basic_analytics
289,2023-01-31,1170,1944,116,2,api_access
289,2023-02-07,1055,1753,105,2,"dashboard,api_access"
289,2023-02-14,1270,2111,126,2,"dashboard,basic_analytics,api_access"
289,2023-02-21,1162,1932,116,2,api_access
298,2023-01-31,1637,2910,163,3,api_access
298,2023-02-07,1775,3156,177,3,"basic_analytics,api_access,dashboard"
298,2023-02-14,1426,2535,142,3,api_access
298,2023-02-21,1234,2193,123,3,"basic_analytics,dashboard"
302,2023-01-31,905,1781,90,3,"basic_analytics,dashboard"
302,2023-02-07,906,1783,90,3,dashboard
302,2023-02-14,1158,2278,115,3,"dashboard,basic_analytics"
302,2023-02-21,1165,2291,116,3,dashboard
304,2023-01-31,1242,2634,124,1,basic_analytics
304,2023-02-07,1285,2726,128,1,"dashboard,basic_analytics,api_access"
304,2023-02-14,1183,2510,118,1,dashboard
304,2023-02-21,1351,2865,135,1,api_access
306,2023-01-31,1489,3343,148,3,dashboard
306,2023-02-07,1612,3620,161,3,basic_analytics
306,2023-02-14,1239,2782,123,3,"api_access,dashboard,basic_analytics"
306,2023-02-21,1194,2680,119,3,dashboard
310,2023-01-31,1849,4026,184,2,"basic_analytics,api_access"
310,2023-02-07,2112,4598,211,2,"api_access,basic_analytics,dashboard"
310,2023-02-14,1898,4132,189,2,"basic_analytics,dashboard"
310,2023-02-21,1846,4019,184,2,basic_analytics
311,2023-01-31,1388,2143,138,2,dashboard
311,2023-02-07,1310,2024,130,2,dashboard
311,2023-02-14,1184,1829,118,2,"api_access,basic_analytics"
311,2023-02-21,1402,2166,140,2,"basic_analytics,api_access,dashboard"
322,2023-01-31,1676,3086,167,1,"dashboard,basic_analytics,api_access"
322,2023-02-07,1831,3371,183,1,basic_analytics
322,2023-02-14,2113,3890,211,1,api_access
322,2023-02-21,2006,3693,200,1,"api_access,dashboard,basic_analytics"
323,2023-01-31,2371,5308,237,1,"api_access,dashboard"
323,2023-02-07,3080,6896,307,1,api_access
323,2023-02-14,3184,7130,318,1,"api_access,basic_analytics"
323,2023-02-21,2985,6684,298,1,"basic_analytics,api_access"
325,2023-01-31,1922,3949,192,1,"basic_analytics,api_access,dashboard"
325,2023-02-07,1887,3876,188,1,"dashboard,api_access"
325,2023-02-14,1454,2987,145,1,dashboard
325,2023-02-21,1494,3069,149,1,"dashboard,api_access,basic_analytics"
328,2023-01-31,2310,4587,230,2,api_access
328,2023-02-07,2419,4803,241,2,basic_analytics
328,2023-02-14,1927,3826,192,2,"api_access,basic_analytics,dashboard"
328,2023-02-21,1845,3663,184,2,"api_access,basic_analytics,dashboard"
330,2023-01-31,2113,4396,211,1,"api_access,dashboard,basic_analytics"
330,2023-02-07,2515,5232,251,1,dashboard
330,2023-02-14,1751,3643,175,1,"basic_analytics,dashboard,api_access"
330,2023-02-21,1859,3868,185,1,"dashboard,basic_analytics"
332,2023-01-31,1695,4362,169,3,dashboard
332,2023-02-07,1246,3208,124,3,basic_analytics
332,2023-02-14,1643,4228,164,3,basic_analytics
332,2023-02-21,1255,3230,125,3,"basic_analytics,dashboard"
334,2023-01-31,1951,4070,195,3,"basic_analytics,dashboard,api_access"
334,2023-02-07,2455,5121,245,3,basic_analytics
334,2023-02-14,2175,4538,217,3,api_access
334,2023-02-21,2536,5290,253,3,"basic_analytics,api_access"
340,2023-01-31,2208,4892,220,3,"api_access,dashboard,basic_analytics"
340,2023-02-07,2466,5463,246,3,"dashboard,api_access,basic_analytics"
340,2023-02-14,1917,4247,191,3,"api_access,basic_analytics,dashboard"
340,2023-02-21,2261,5008,225,3,"basic_analytics,api_access"
341,2023-01-31,1768,3390,176,1,"basic_analytics,dashboard"
341,2023-02-07,2469,4733,246,1,"basic_analytics,dashboard"
341,2023-02-14,2160,4140,216,1,"dashboard,basic_analytics"
341,2023-02-21,2438,4673,243,1,dashboard
344,2023-01-31,1547,3203,154,2,dashboard
344,2023-02-07,1472,3048,147,2,"basic_analytics,api_access,dashboard"
344,2023-02-14,1371,2838,137,2,dashboard
344,2023-02-21,1764,3653,176,2,"dashboard,api_access,basic_analytics"
351,2023-01-31,1972,4093,197,3,"api_access,basic_analytics,dashboard"
351,2023-02-07,2023,4198,202,3,"dashboard,api_access"
351,2023-02-14,1637,3398,163,3,"dashboard,api_access,basic_analytics"
351,2023-02-21,1803,3742,180,3,"dashboard,api_access,basic_analytics"
365,2023-01-31,917,2436,91,1,"basic_analytics,dashboard"
365,2023-02-07,1197,3180,119,1,"dashboard,basic_analytics,api_access"
365,2023-02-14,924,2455,92,1,"dashboard,basic_analytics,api_access"
365,2023-02-21,1176,3124,117,1,basic_analytics
366,2023-01-31,971,1974,97,3,"dashboard,api_access,basic_analytics"
366,2023-02-07,994,2019,99,3,"basic_analytics,api_access"
366,2023-02-14,1121,2277,112,3,basic_analytics
366,2023-02-21,867,1763,86,3,"basic_analytics,dashboard"
370,2023-01-31,1733,5094,173,3,"api_access,basic_analytics"
370,2023-02-07,1413,4153,141,3,"basic_analytics,api_access"
370,2023-02-14,1638,4814,163,3,"basic_analytics,dashboard"
370,2023-02-21,1913,5621,191,3,"dashboard,basic_analytics,api_access"
375,2023-01-31,1835,3408,183,2,"basic_analytics,api_access"
375,2023-02-07,1732,3217,173,2,api_access
375,2023-02-14,1842,3421,184,2,basic_analytics
375,2023-02-21,1803,3348,180,2,"dashboard,basic_analytics,api_access"
377,2023-01-31,2272,4738,227,2,dashboard
377,2023-02-07,2484,5181,248,2,"dashboard,basic_analytics,api_access"
377,2023-02-14,1817,3790,181,2,"basic_analytics,dashboard,api_access"
377,2023-02-21,2336,4873,233,2,api_access
378,2023-01-31,1144,2254,114,3,"dashboard,basic_analytics"
378,2023-02-07,1502,2960,150,3,"dashboard,api_access,basic_analytics"
378,2023-02-14,1586,3126,158,3,"dashboard,basic_analytics,api_access"
378,2023-02-21,1151,2270,115,3,"dashboard,api_access,basic_analytics"
383,2023-01-31,1430,2740,142,2,dashboard
383,2023-02-07,1072,2054,107,2,dashboard
383,2023-02-14,1107,2122,110,2,"api_access,basic_analytics"
383,2023-02-21,999,1913,99,2,"api_access,basic_analytics"
384,2023-01-31,1753,2967,175,2,"dashboard,api_access,basic_analytics"
384,2023-02-07,1850,3131,185,2,"basic_analytics,dashboard,api_access"
384,2023-02-14,2040,3453,204,2,"dashboard,api_access"
384,2023-02-21,1963,3323,196,2,"dashboard,api_access,basic_analytics"
385,2023-01-31,404,1199,40,1,"api_access,basic_analytics"
385,2023-02-07,464,1377,46,1,"dashboard,api_access"
385,2023-02-14,515,1530,51,1,"api_access,basic_analytics"
385,2023-02-21,424,1259,42,1,basic_analytics
391,2023-01-31,1663,4278,166,2,"basic_analytics,dashboard,api_access"
391,2023-02-07,1710,4399,170,2,api_access
391,2023-02-14,1974,5079,197,2,dashboard
391,2023-02-21,1843,4743,184,2,"api_access,dashboard"
412,2023-01-31,3148,5882,314,1,"basic_analytics,api_access,dashboard"
412,2023-02-07,2539,4744,253,1,"api_access,basic_analytics,dashboard"
412,2023-02-14,3229,6032,322,1,"dashboard,api_access"
412,2023-02-21,3078,5750,307,1,dashboard
413,2023-01-31,1827,3063,182,2,"api_access,basic_analytics"
413,2023-02-07,1389,2328,138,2,"basic_analytics,api_access,dashboard"
413,2023-02-14,1635,2741,163,2,api_access
413,2023-02-21,1501,2517,150,2,dashboard
419,2023-01-31,1394,3132,139,1,"dashboard,basic_analytics,api_access"
419,2023-02-07,1445,3247,144,1,"basic_analytics,dashboard,api_access"
419,2023-02-14,1452,3263,145,1,"basic_analytics,api_access"
419,2023-02-21,1348,3029,134,1,"dashboard,basic_analytics,api_access"
425,2023-01-31,1483,4166,148,1,basic_analytics
425,2023-02-07,1405,3947,140,1,basic_analytics
425,2023-02-14,1405,3947,140,1,"api_access,dashboard"
425,2023-02-21,1301,3654,130,1,"dashboard,basic_analytics,api_access"
435,2023-01-31,1365,3680,136,1,"api_access,dashboard"
435,2023-02-07,1111,2996,111,1,api_access
435,2023-02-14,1277,3443,127,1,"basic_analytics,api_access"
435,2023-02-21,1448,3905,144,1,basic_analytics
439,2023-01-31,1788,3008,178,2,api_access
439,2023-02-07,1546,2601,154,2,"api_access,dashboard"
439,2023-02-14,1439,2421,143,2,api_access
439,2023-02-21,1465,2464,146,2,"basic_analytics,dashboard"
442,2023-01-31,1124,3211,112,2,"dashboard,api_access,basic_analytics"
442,2023-02-07,997,2851,99,2,basic_analytics
442,2023-02-14,1379,3940,137,2,"basic_analytics,dashboard,api_access"
442,2023-02-21,1375,3928,137,2,"dashboard,basic_analytics"
444,2023-01-31,1411,3333,141,3,"basic_analytics,dashboard"
444,2023-02-07,1632,3855,163,3,dashboard
444,2023-02-14,1387,3276,138,3,"dashboard,api_access"
444,2023-02-21,1961,4632,195,3,"dashboard,basic_analytics"
448,2023-01-31,1761,4629,175,3,api_access
448,2023-02-07,1633,4291,163,3,api_access
448,2023-02-14,1409,3704,140,3,"api_access,dashboard,basic_analytics"
448,2023-02-21,1480,3890,147,3,"dashboard,basic_analytics"
451,2023-01-31,477,1302,47,1,"basic_analytics,api_access"
451,2023-02-07,434,1184,43,1,"dashboard,api_access"
451,2023-02-14,565,1541,56,1,"basic_analytics,api_access"
451,2023-02-21,538,1468,53,1,"api_access,basic_analytics,dashboard"
457,2023-01-31,1581,2705,157,1,"basic_analytics,dashboard,api_access"
457,2023-02-07,1476,2526,147,1,"dashboard,api_access,basic_analytics"
457,2023-02-14,1800,3081,179,1,"basic_analytics,dashboard,api_access"
457,2023-02-21,1634,2796,163,1,"basic_analytics,api_access"
462,2023-01-31,2486,4318,248,3,"dashboard,api_access"
462,2023-02-07,1813,3150,181,3,basic_analytics
462,2023-02-14,2480,4308,247,3,"api_access,dashboard,basic_analytics"
462,2023-02-21,2013,3497,201,3,basic_analytics
473,2023-01-31,1565,2461,156,1,basic_analytics
473,2023-02-07,1980,3114,197,1,"api_access,basic_analytics"
473,2023-02-14,2068,3253,206,1,"api_access,basic_analytics"
473,2023-02-21,2282,3588,228,1,"basic_analytics,dashboard,api_access"
474,2023-01-31,1776,3217,177,3,basic_analytics
474,2023-02-07,2061,3733,206,3,"basic_analytics,api_access,dashboard"
474,2023-02-14,2394,4336,239,3,api_access
474,2023-02-21,2202,3989,220,3,api_access
475,2023-01-31,1800,3642,179,3,"basic_analytics,dashboard"
475,2023-02-07,1596,3229,159,3,dashboard
475,2023-02-14,1921,3888,191,3,"api_access,dashboard"
475,2023-02-21,1770,3582,176,3,api_access
479,2023-01-31,1145,2263,114,1,"basic_analytics,api_access"
479,2023-02-07,1213,2397,121,1,"basic_analytics,dashboard"
479,2023-02-14,1131,2234,113,1,dashboard
479,2023-02-21,948,1873,94,1,"api_access,dashboard,basic_analytics"
481,2023-01-31,3010,6853,301,1,"basic_analytics,api_access"
481,2023-02-07,3327,7574,332,1,api_access
481,2023-02-14,3152,7175,315,1,"dashboard,basic_analytics"
481,2023-02-21,2812,6400,281,1,"basic_analytics,dashboard,api_access"
489,2023-01-31,3113,5058,311,1,api_access
489,2023-02-07,2446,3976,244,1,dashboard
489,2023-02-14,3016,4901,301,1,"dashboard,basic_analytics"
489,2023-02-21,2899,4711,289,1,dashboard
490,2023-01-31,1577,2746,157,2,"api_access,dashboard,basic_analytics"
490,2023-02-07,1524,2654,152,2,"dashboard,basic_analytics"
490,2023-02-14,1677,2921,167,2,"basic_analytics,dashboard"
490,2023-02-21,1533,2669,153,2,"api_access,dashboard,basic_analytics"
491,2023-01-31,1122,2009,112,3,"basic_analytics,dashboard,api_access"
491,2023-02-07,1191,2133,118,3,"api_access,basic_analytics,dashboard"
491,2023-02-14,1001,1793,99,3,"api_access,basic_analytics,dashboard"
491,2023-02-21,1032,1848,103,3,api_access
492,2023-01-31,1964,3000,196,2,"dashboard,basic_analytics,api_access"
492,2023-02-07,2455,3751,245,2,api_access
492,2023-02-14,2298,3511,229,2,"api_access,basic_analytics"
492,2023-02-21,1744,2665,174,2,"dashboard,basic_analytics,api_access"
506,2023-01-31,1617,3475,161,2,dashboard
506,2023-02-07,1444,3105,144,2,"api_access,basic_analytics,dashboard"
506,2023-02-14,1920,4127,191,2,api_access
506,2023-02-21,1918,4123,191,2,"api_access,basic_analytics,dashboard"
511,2023-01-31,1310,3594,130,1,"basic_analytics,dashboard"
511,2023-02-07,1079,2960,107,1,"basic_analytics,dashboard"
511,2023-02-14,1090,2990,108,1,dashboard
511,2023-02-21,1170,3209,116,1,api_access
518,2023-01-31,634,1302,63,2,"api_access,basic_analytics"
518,2023-02-07,794,1630,79,2,"api_access,basic_analytics"
518,2023-02-14,831,1705,82,2,"basic_analytics,api_access"
518,2023-02-21,712,1461,71,2,basic_analytics
525,2023-01-31,2395,6172,239,3,basic_analytics
525,2023-02-07,2163,5574,216,3,"dashboard,api_access,basic_analytics"
525,2023-02-14,2045,5268,204,3,basic_analytics
525,2023-02-21,2390,6159,239,3,"dashboard,basic_analytics,api_access"
534,2023-01-31,1470,3763,147,3,"api_access,dashboard"
534,2023-02-07,1522,3896,152,3,"basic_analytics,api_access"
534,2023-02-14,1078,2759,107,3,basic_analytics
534,2023-02-21,1228,3144,122,3,"api_access,dashboard"
543,2023-01-31,2217,4184,221,1,"api_access,dashboard,basic_analytics"
543,2023-02-07,2120,4002,212,1,"dashboard,api_access,basic_analytics"
543,2023-02-14,1823,3440,182,1,"basic_analytics,dashboard,api_access"
543,2023-02-21,2185,4124,218,1,dashboard
547,2023-01-31,1354,2649,135,2,dashboard
547,2023-02-07,1504,2942,150,2,dashboard
547,2023-02-14,1667,3262,166,2,"basic_analytics,api_access"
547,2023-02-21,1755,3432,175,2,"dashboard,api_access"
551,2023-01-31,461,1236,46,2,"dashboard,api_access"
551,2023-02-07,464,1244,46,2,"dashboard,basic_analytics,api_access"
551,2023-02-14,586,1573,58,2,"dashboard,api_access,basic_analytics"
551,2023-02-21,541,1450,54,2,"dashboard,api_access,basic_analytics"
554,2023-01-31,439,908,43,1,dashboard
554,2023-02-07,426,882,42,1,"basic_analytics,dashboard,api_access"
554,2023-02-14,576,1193,57,1,dashboard
554,2023-02-21,497,1028,49,1,api_access
559,2023-01-31,2502,7052,250,2,"api_access,basic_analytics,dashboard"
559,2023-02-07,2018,5688,201,2,"basic_analytics,dashboard,api_access"
559,2023-02-14,1963,5533,196,2,basic_analytics
