customer_id,transaction_date,amount,type,status
302,2023-01-31,99,subscription,success
304,2023-01-31,99,subscription,success
306,2023-01-31,99,subscription,success
310,2023-01-31,200,upgrade,success
310,2023-01-31,99,subscription,success
311,2023-01-31,99,subscription,success
322,2023-01-31,99,subscription,success
323,2023-01-31,200,upgrade,success
323,2023-01-31,99,subscription,success
325,2023-01-31,99,subscription,success
328,2023-01-31,200,upgrade,success
328,2023-01-31,99,subscription,success
330,2023-01-31,99,subscription,success
332,2023-01-31,99,subscription,success
334,2023-01-31,99,subscription,success
340,2023-01-31,200,upgrade,success
340,2023-01-31,99,subscription,success
341,2023-01-31,99,subscription,success
344,2023-01-31,99,subscription,success
351,2023-01-31,99,subscription,failed
365,2023-01-31,99,subscription,failed
366,2023-01-31,99,subscription,success
370,2023-01-31,99,subscription,success
375,2023-01-31,99,subscription,success
377,2023-01-31,99,subscription,success
378,2023-01-31,99,subscription,success
383,2023-01-31,99,subscription,success
384,2023-01-31,99,subscription,success
385,2023-01-31,99,subscription,success
391,2023-01-31,200,upgrade,success
391,2023-01-31,99,subscription,success
412,2023-01-31,200,upgrade,success
412,2023-01-31,99,subscription,success
413,2023-01-31,99,subscription,success
419,2023-01-31,99,subscription,success
425,2023-01-31,99,subscription,success
435,2023-01-31,99,subscription,success
439,2023-01-31,99,subscription,success
442,2023-01-31,99,subscription,success
444,2023-01-31,99,subscription,success
448,2023-01-31,99,subscription,success
451,2023-01-31,99,subscription,success
457,2023-01-31,99,subscription,failed
462,2023-01-31,200,upgrade,success
462,2023-01-31,99,subscription,success
473,2023-01-31,99,subscription,success
474,2023-01-31,200,upgrade,success
474,2023-01-31,99,subscription,success
475,2023-01-31,99,subscription,success
479,2023-01-31,99,subscription,success
481,2023-01-31,200,upgrade,success
481,2023-01-31,99,subscription,success
489,2023-01-31,200,upgrade,success
489,2023-01-31,99,subscription,failed
490,2023-01-31,99,subscription,success
491,2023-01-31,99,subscription,success
492,2023-01-31,99,subscription,success
506,2023-01-31,99,subscription,success
511,2023-01-31,99,subscription,failed
518,2023-01-31,99,subscription,success
525,2023-01-31,99,subscription,success
534,2023-01-31,99,subscription,success
543,2023-01-31,99,subscription,failed
547,2023-01-31,99,subscription,success
551,2023-01-31,99,subscription,success
554,2023-01-31,99,subscription,success
559,2023-01-31,200,upgrade,success
559,2023-01-31,99,subscription,success
562,2023-01-31,99,subscription,success
571,2023-01-31,99,subscription,success
574,2023-01-31,900,upgrade,success
574,2023-01-31,99,subscription,success
578,2023-01-31,99,subscription,success
584,2023-01-31,99,subscription,success
585,2023-01-31,99,subscription,success
586,2023-01-31,99,subscription,success
587,2023-01-31,99,subscription,success
590,2023-01-31,200,upgrade,success
590,2023-01-31,99,subscription,success
597,2023-01-31,99,subscription,success
601,2023-01-31,200,upgrade,success
601,2023-01-31,99,subscription,success
602,2023-01-31,99,subscription,success
604,2023-01-31,99,subscription,success
605,2023-01-31,99,subscription,success
613,2023-01-31,99,subscription,success
620,2023-01-31,200,upgrade,success
620,2023-01-31,99,subscription,success
625,2023-01-31,99,subscription,success
626,2023-01-31,99,subscription,success
629,2023-01-31,99,subscription,success
632,2023-01-31,99,subscription,success
638,2023-01-31,200,upgrade,success
638,2023-01-31,99,subscription,success
640,2023-01-31,99,subscription,success
644,2023-01-31,99,subscription,success
648,2023-01-31,99,subscription,success
654,2023-01-31,99,subscription,success
656,2023-01-31,200,upgrade,success
656,2023-01-31,99,subscription,success
660,2023-01-31,99,subscription,success
669,2023-01-31,99,subscription,success
670,2023-01-31,99,subscription,success
676,2023-01-31,99,subscription,success
685,2023-01-31,99,subscription,success
686,2023-01-31,99,subscription,success
691,2023-01-31,200,upgrade,success
691,2023-01-31,99,subscription,success
693,2023-01-31,99,subscription,success
695,2023-01-31,99,subscription,success
701,2023-01-31,99,subscription,success
702,2023-01-31,99,subscription,success
714,2023-01-31,200,upgrade,success
714,2023-01-31,99,subscription,success
716,2023-01-31,200,upgrade,success
716,2023-01-31,99,subscription,success
719,2023-01-31,99,subscription,success
722,2023-01-31,99,subscription,success
728,2023-01-31,99,subscription,success
730,2023-01-31,99,subscription,success
735,2023-01-31,99,subscription,success
746,2023-01-31,200,upgrade,success
746,2023-01-31,99,subscription,success
755,2023-01-31,99,subscription,success
759,2023-01-31,99,subscription,success
761,2023-01-31,99,subscription,success
764,2023-01-31,99,subscription,failed
774,2023-01-31,99,subscription,success
780,2023-01-31,200,upgrade,success
780,2023-01-31,99,subscription,success
787,2023-01-31,200,upgrade,success
787,2023-01-31,99,subscription,success
794,2023-01-31,99,subscription,success
804,2023-01-31,99,subscription,success
807,2023-01-31,200,upgrade,success
807,2023-01-31,99,subscription,success
812,2023-01-31,99,subscription,success
827,2023-01-31,99,subscription,success
839,2023-01-31,99,subscription,success
841,2023-01-31,99,subscription,success
842,2023-01-31,99,subscription,success
843,2023-01-31,200,upgrade,success
843,2023-01-31,99,subscription,success
848,2023-01-31,99,subscription,success
849,2023-01-31,200,upgrade,success
849,2023-01-31,99,subscription,success
851,2023-01-31,99,subscription,success
858,2023-01-31,99,subscription,success
870,2023-01-31,200,upgrade,success
870,2023-01-31,99,subscription,success
875,2023-01-31,99,subscription,success
877,2023-01-31,200,upgrade,success
877,2023-01-31,99,subscription,success
889,2023-01-31,99,subscription,success
891,2023-01-31,99,subscription,success
900,2023-01-31,99,subscription,success
924,2023-01-31,200,upgrade,success
924,2023-01-31,99,subscription,success
926,2023-01-31,200,upgrade,success
926,2023-01-31,99,subscription,success
932,2023-01-31,99,subscription,success
940,2023-01-31,99,subscription,success
941,2023-01-31,99,subscription,success
943,2023-01-31,99,subscription,success
955,2023-01-31,99,subscription,success
959,2023-01-31,99,subscription,success
968,2023-01-31,200,upgrade,success
968,2023-01-31,99,subscription,success
974,2023-01-31,99,subscription,success
975,2023-01-31,99,subscription,success
978,2023-01-31,99,subscription,success
986,2023-01-31,99,subscription,success
988,2023-01-31,99,subscription,success
4,2023-03-02,99,subscription,success
6,2023-03-02,99,subscription,success
14,2023-03-02,99,subscription,success
16,2023-03-02,200,upgrade,success
16,2023-03-02,99,subscription,success
20,2023-03-02,99,subscription,success
21,2023-03-02,200,upgrade,success
21,2023-03-02,99,subscription,success
22,2023-03-02,99,subscription,success
23,2023-03-02,99,subscription,success
25,2023-03-02,200,upgrade,success
25,2023-03-02,99,subscription,success
26,2023-03-02,99,subscription,success
29,2023-03-02,99,subscription,success
30,2023-03-02,700,upgrade,success
30,2023-03-02,299,subscription,success
36,2023-03-02,299,subscription,success
41,2023-03-02,99,subscription,success
57,2023-03-02,700,upgrade,success
57,2023-03-02,299,subscription,success
58,2023-03-02,99,subscription,success
65,2023-03-02,99,subscription,failed
72,2023-03-02,99,subscription,success
77,2023-03-02,99,subscription,success
79,2023-03-02,99,subscription,success
81,2023-03-02,200,upgrade,success
81,2023-03-02,99,subscription,success
83,2023-03-02,99,subscription,success
84,2023-03-02,99,subscription,success
86,2023-03-02,99,subscription,success
91,2023-03-02,99,subscription,success
92,2023-03-02,299,subscription,success
94,2023-03-02,200,upgrade,success
94,2023-03-02,99,subscription,success
99,2023-03-02,99,subscription,success
100,2023-03-02,99,subscription,failed
101,2023-03-02,99,subscription,success
107,2023-03-02,99,subscription,success
110,2023-03-02,99,subscription,success
117,2023-03-02,99,subscription,success
119,2023-03-02,99,subscription,success
120,2023-03-02,99,subscription,failed
123,2023-03-02,99,subscription,success
124,2023-03-02,700,upgrade,success
124,2023-03-02,299,subscription,success
126,2023-03-02,99,subscription,success
128,2023-03-02,99,subscription,success
130,2023-03-02,99,subscription,success
137,2023-03-02,99,subscription,success
139,2023-03-02,200,upgrade,success
139,2023-03-02,99,subscription,success
142,2023-03-02,99,subscription,success
143,2023-03-02,200,upgrade,success
143,2023-03-02,99,subscription,success
145,2023-03-02,99,subscription,success
149,2023-03-02,700,upgrade,success
149,2023-03-02,299,subscription,success
150,2023-03-02,99,subscription,success
156,2023-03-02,299,subscription,failed
161,2023-03-02,99,subscription,success
167,2023-03-02,99,subscription,success
174,2023-03-02,99,subscription,success
177,2023-03-02,99,subscription,success
179,2023-03-02,200,upgrade,success
179,2023-03-02,99,subscription,success
188,2023-03-02,99,subscription,success
192,2023-03-02,700,upgrade,success
192,2023-03-02,299,subscription,success
193,2023-03-02,99,subscription,success
200,2023-03-02,99,subscription,success
201,2023-03-02,99,subscription,success
205,2023-03-02,99,subscription,success
210,2023-03-02,99,subscription,success
213,2023-03-02,99,subscription,success
215,2023-03-02,99,subscription,success
217,2023-03-02,99,subscription,success
218,2023-03-02,700,upgrade,success
218,2023-03-02,299,subscription,success
222,2023-03-02,99,subscription,success
223,2023-03-02,99,subscription,success
224,2023-03-02,99,subscription,success
232,2023-03-02,200,upgrade,success
232,2023-03-02,99,subscription,success
233,2023-03-02,99,subscription,success
235,2023-03-02,99,subscription,failed
237,2023-03-02,299,subscription,success
238,2023-03-02,99,subscription,success
243,2023-03-02,99,subscription,success
244,2023-03-02,99,subscription,success
246,2023-03-02,700,upgrade,success
246,2023-03-02,299,subscription,success
247,2023-03-02,700,upgrade,success
247,2023-03-02,299,subscription,success
248,2023-03-02,99,subscription,success
249,2023-03-02,200,upgrade,success
249,2023-03-02,99,subscription,success
250,2023-03-02,99,subscription,success
251,2023-03-02,200,upgrade,success
251,2023-03-02,99,subscription,success
252,2023-03-02,99,subscription,success
254,2023-03-02,99,subscription,success
256,2023-03-02,99,subscription,success
257,2023-03-02,99,subscription,success
258,2023-03-02,99,subscription,success
267,2023-03-02,299,subscription,success
268,2023-03-02,99,subscription,success
269,2023-03-02,99,subscription,success
281,2023-03-02,200,upgrade,success
281,2023-03-02,99,subscription,success
284,2023-03-02,99,subscription,success
287,2023-03-02,99,subscription,failed
288,2023-03-02,99,subscription,success
289,2023-03-02,99,subscription,success
292,2023-03-02,99,subscription,success
293,2023-03-02,200,upgrade,success
293,2023-03-02,99,subscription,success
295,2023-03-02,99,subscription,success
298,2023-03-02,99,subscription,success
304,2023-03-02,200,upgrade,success
304,2023-03-02,99,subscription,success
305,2023-03-02,200,upgrade,success
305,2023-03-02,99,subscription,success
306,2023-03-02,900,upgrade,success
306,2023-03-02,99,subscription,success
310,2023-03-02,700,upgrade,success
310,2023-03-02,299,subscription,success
311,2023-03-02,99,subscription,success
315,2023-03-02,99,subscription,success
316,2023-03-02,99,subscription,success
317,2023-03-02,99,subscription,success
318,2023-03-02,99,subscription,success
322,2023-03-02,99,subscription,success
323,2023-03-02,700,upgrade,success
323,2023-03-02,299,subscription,success
325,2023-03-02,200,upgrade,success
325,2023-03-02,99,subscription,success
328,2023-03-02,299,subscription,success
330,2023-03-02,99,subscription,failed
334,2023-03-02,99,subscription,success
336,2023-03-02,99,subscription,success
340,2023-03-02,700,upgrade,success
340,2023-03-02,299,subscription,success
341,2023-03-02,99,subscription,success
344,2023-03-02,99,subscription,success
349,2023-03-02,99,subscription,success
351,2023-03-02,99,subscription,success
360,2023-03-02,99,subscription,success
363,2023-03-02,99,subscription,success
365,2023-03-02,99,subscription,success
366,2023-03-02,99,subscription,success
368,2023-03-02,99,subscription,success
370,2023-03-02,99,subscription,success
371,2023-03-02,200,upgrade,success
371,2023-03-02,99,subscription,success
374,2023-03-02,99,subscription,success
375,2023-03-02,99,subscription,success
376,2023-03-02,99,subscription,success
377,2023-03-02,99,subscription,success
378,2023-03-02,99,subscription,success
383,2023-03-02,99,subscription,success
384,2023-03-02,99,subscription,success
385,2023-03-02,99,subscription,success
388,2023-03-02,99,subscription,success
391,2023-03-02,700,upgrade,success
391,2023-03-02,299,subscription,success
392,2023-03-02,99,subscription,success
396,2023-03-02,200,upgrade,success
396,2023-03-02,99,subscription,success
399,2023-03-02,200,upgrade,success
399,2023-03-02,99,subscription,success
408,2023-03-02,200,upgrade,success
408,2023-03-02,99,subscription,success
412,2023-03-02,700,upgrade,success
412,2023-03-02,299,subscription,success
413,2023-03-02,99,subscription,success
418,2023-03-02,99,subscription,success
419,2023-03-02,99,subscription,success
425,2023-03-02,200,upgrade,success
425,2023-03-02,99,subscription,success
427,2023-03-02,99,subscription,success
435,2023-03-02,200,upgrade,success
435,2023-03-02,99,subscription,success
438,2023-03-02,99,subscription,success
439,2023-03-02,99,subscription,success
442,2023-03-02,200,upgrade,success
442,2023-03-02,99,subscription,success
444,2023-03-02,99,subscription,success
446,2023-03-02,99,subscription,success
448,2023-03-02,900,upgrade,success
448,2023-03-02,99,subscription,failed
450,2023-03-02,99,subscription,failed
451,2023-03-02,99,subscription,success
452,2023-03-02,99,subscription,success
453,2023-03-02,99,subscription,success
454,2023-03-02,99,subscription,success
456,2023-03-02,99,subscription,success
457,2023-03-02,99,subscription,success
458,2023-03-02,99,subscription,success
462,2023-03-02,700,upgrade,success
462,2023-03-02,299,subscription,success
465,2023-03-02,99,subscription,failed
473,2023-03-02,99,subscription,success
474,2023-03-02,299,subscription,success
475,2023-03-02,99,subscription,success
476,2023-03-02,200,upgrade,success
476,2023-03-02,99,subscription,success
481,2023-03-02,700,upgrade,success
481,2023-03-02,299,subscription,success
489,2023-03-02,700,upgrade,success
489,2023-03-02,299,subscription,success
490,2023-03-02,200,upgrade,success
490,2023-03-02,99,subscription,success
491,2023-03-02,99,subscription,success
492,2023-03-02,99,subscription,success
495,2023-03-02,99,subscription,success
496,2023-03-02,900,upgrade,success
496,2023-03-02,99,subscription,success
501,2023-03-02,200,upgrade,success
501,2023-03-02,99,subscription,success
502,2023-03-02,99,subscription,success
504,2023-03-02,99,subscription,success
506,2023-03-02,99,subscription,success
511,2023-03-02,900,upgrade,success
511,2023-03-02,99,subscription,success
513,2023-03-02,99,subscription,success
518,2023-03-02,99,subscription,success
521,2023-03-02,200,upgrade,success
521,2023-03-02,99,subscription,success
524,2023-03-02,99,subscription,failed
525,2023-03-02,99,subscription,success
526,2023-03-02,99,subscription,success
534,2023-03-02,99,subscription,success
543,2023-03-02,99,subscription,success
545,2023-03-02,200,upgrade,success
545,2023-03-02,99,subscription,success
547,2023-03-02,900,upgrade,success
547,2023-03-02,99,subscription,success
548,2023-03-02,99,subscription,success
559,2023-03-02,700,upgrade,success
559,2023-03-02,299,subscription,success
562,2023-03-02,99,subscription,success
563,2023-03-02,99,subscription,success
570,2023-03-02,99,subscription,failed
571,2023-03-02,99,subscription,success
574,2023-03-02,999,subscription,success
576,2023-03-02,99,subscription,success
578,2023-03-02,200,upgrade,success
578,2023-03-02,99,subscription,failed
584,2023-03-02,99,subscription,success
585,2023-03-02,99,subscription,success
586,2023-03-02,99,subscription,success
587,2023-03-02,99,subscription,success
590,2023-03-02,700,upgrade,success
590,2023-03-02,299,subscription,success
592,2023-03-02,200,upgrade,success
592,2023-03-02,99,subscription,success
597,2023-03-02,99,subscription,success
600,2023-03-02,99,subscription,success
601,2023-03-02,700,upgrade,success
601,2023-03-02,299,subscription,success
602,2023-03-02,99,subscription,success
604,2023-03-02,200,upgrade,success
604,2023-03-02,99,subscription,success
605,2023-03-02,99,subscription,success
608,2023-03-02,200,upgrade,success
608,2023-03-02,99,subscription,success
613,2023-03-02,99,subscription,success
614,2023-03-02,99,subscription,success
620,2023-03-02,299,subscription,success
625,2023-03-02,99,subscription,success
626,2023-03-02,99,subscription,success
628,2023-03-02,99,subscription,success
629,2023-03-02,99,subscription,success
632,2023-03-02,99,subscription,success
633,2023-03-02,99,subscription,success
634,2023-03-02,200,upgrade,success
634,2023-03-02,99,subscription,success
638,2023-03-02,700,upgrade,success
638,2023-03-02,299,subscription,success
640,2023-03-02,99,subscription,success
644,2023-03-02,99,subscription,success
646,2023-03-02,99,subscription,success
648,2023-03-02,99,subscription,success
650,2023-03-02,99,subscription,success
652,2023-03-02,99,subscription,success
654,2023-03-02,99,subscription,success
656,2023-03-02,299,subscription,success
660,2023-03-02,99,subscription,failed
667,2023-03-02,200,upgrade,success
667,2023-03-02,99,subscription,success
669,2023-03-02,99,subscription,success
676,2023-03-02,99,subscription,success
677,2023-03-02,99,subscription,success
685,2023-03-02,99,subscription,success
686,2023-03-02,99,subscription,success
691,2023-03-02,299,subscription,success
693,2023-03-02,99,subscription,success
695,2023-03-02,99,subscription,success
697,2023-03-02,99,subscription,success
700,2023-03-02,99,subscription,success
701,2023-03-02,200,upgrade,success
701,2023-03-02,99,subscription,success
702,2023-03-02,99,subscription,success
714,2023-03-02,299,subscription,success
716,2023-03-02,299,subscription,success
719,2023-03-02,99,subscription,success
722,2023-03-02,99,subscription,success
723,2023-03-02,99,subscription,success
724,2023-03-02,200,upgrade,success
724,2023-03-02,99,subscription,success
725,2023-03-02,900,upgrade,success
725,2023-03-02,99,subscription,success
728,2023-03-02,900,upgrade,success
728,2023-03-02,99,subscription,success
731,2023-03-02,99,subscription,success
735,2023-03-02,99,subscription,success
739,2023-03-02,99,subscription,success
744,2023-03-02,99,subscription,failed
746,2023-03-02,700,upgrade,success
746,2023-03-02,299,subscription,success
747,2023-03-02,200,upgrade,success
747,2023-03-02,99,subscription,success
748,2023-03-02,99,subscription,success
754,2023-03-02,200,upgrade,success
754,2023-03-02,99,subscription,success
755,2023-03-02,99,subscription,success
756,2023-03-02,200,upgrade,success
756,2023-03-02,99,subscription,success
759,2023-03-02,99,subscription,success
761,2023-03-02,200,upgrade,success
761,2023-03-02,99,subscription,success
764,2023-03-02,99,subscription,success
765,2023-03-02,99,subscription,success
774,2023-03-02,99,subscription,success
777,2023-03-02,99,subscription,success
780,2023-03-02,299,subscription,success
782,2023-03-02,99,subscription,success
785,2023-03-02,200,upgrade,success
785,2023-03-02,99,subscription,success
787,2023-03-02,700,upgrade,success
787,2023-03-02,299,subscription,success
789,2023-03-02,900,upgrade,success
789,2023-03-02,99,subscription,success
794,2023-03-02,99,subscription,success
798,2023-03-02,99,subscription,failed
799,2023-03-02,99,subscription,success
804,2023-03-02,200,upgrade,success
804,2023-03-02,99,subscription,success
807,2023-03-02,299,subscription,success
809,2023-03-02,99,subscription,success
816,2023-03-02,200,upgrade,success
816,2023-03-02,99,subscription,success
817,2023-03-02,99,subscription,success
820,2023-03-02,99,subscription,success
826,2023-03-02,99,subscription,success
827,2023-03-02,99,subscription,success
830,2023-03-02,99,subscription,success
833,2023-03-02,200,upgrade,success
833,2023-03-02,99,subscription,success
838,2023-03-02,99,subscription,success
839,2023-03-02,99,subscription,success
841,2023-03-02,99,subscription,success
842,2023-03-02,99,subscription,success
843,2023-03-02,700,upgrade,success
843,2023-03-02,299,subscription,success
848,2023-03-02,99,subscription,success
849,2023-03-02,299,subscription,success
851,2023-03-02,99,subscription,success
853,2023-03-02,99,subscription,success
856,2023-03-02,99,subscription,success
858,2023-03-02,900,upgrade,success
858,2023-03-02,99,subscription,success
864,2023-03-02,99,subscription,success
870,2023-03-02,700,upgrade,success
870,2023-03-02,299,subscription,success
872,2023-03-02,99,subscription,failed
875,2023-03-02,900,upgrade,success
875,2023-03-02,99,subscription,success
877,2023-03-02,700,upgrade,success
877,2023-03-02,299,subscription,success
885,2023-03-02,99,subscription,success
889,2023-03-02,99,subscription,success
890,2023-03-02,99,subscription,success
891,2023-03-02,99,subscription,success
894,2023-03-02,99,subscription,success
897,2023-03-02,99,subscription,success
899,2023-03-02,99,subscription,success
900,2023-03-02,99,subscription,success
906,2023-03-02,99,subscription,success
909,2023-03-02,200,upgrade,success
909,2023-03-02,99,subscription,success
914,2023-03-02,99,subscription,success
919,2023-03-02,99,subscription,success
922,2023-03-02,99,subscription,failed
924,2023-03-02,299,subscription,success
926,2023-03-02,299,subscription,success
932,2023-03-02,99,subscription,success
933,2023-03-02,900,upgrade,success
933,2023-03-02,99,subscription,success
937,2023-03-02,99,subscription,success
941,2023-03-02,99,subscription,success
943,2023-03-02,99,subscription,success
951,2023-03-02,99,subscription,success
953,2023-03-02,99,subscription,success
955,2023-03-02,99,subscription,success
959,2023-03-02,99,subscription,success
963,2023-03-02,900,upgrade,success
963,2023-03-02,99,subscription,success
967,2023-03-02,99,subscription,success
968,2023-03-02,700,upgrade,success
968,2023-03-02,299,subscription,success
974,2023-03-02,99,subscription,success
975,2023-03-02,900,upgrade,success
975,2023-03-02,99,subscription,success
978,2023-03-02,99,subscription,success
986,2023-03-02,900,upgrade,success
986,2023-03-02,99,subscription,success
988,2023-03-02,99,subscription,success
992,2023-03-02,99,subscription,success
994,2023-03-02,99,subscription,success
3,2023-04-01,200,upgrade,success
3,2023-04-01,99,subscription,success
4,2023-04-01,99,subscription,success
5,2023-04-01,99,subscription,success
6,2023-04-01,99,subscription,success
11,2023-04-01,99,subscription,success
13,2023-04-01,99,subscription,success
14,2023-04-01,99,subscription,success
16,2023-04-01,299,subscription,success
17,2023-04-01,99,subscription,success
20,2023-04-01,99,subscription,success
21,2023-04-01,700,upgrade,success
21,2023-04-01,299,subscription,success
22,2023-04-01,900,upgrade,success
22,2023-04-01,99,subscription,success
23,2023-04-01,99,subscription,failed
25,2023-04-01,700,upgrade,success
25,2023-04-01,299,subscription,success
26,2023-04-01,99,subscription,success
28,2023-04-01,99,subscription,success
29,2023-04-01,99,subscription,success
30,2023-04-01,999,subscription,success
32,2023-04-01,99,subscription,success
34,2023-04-01,99,subscription,success
36,2023-04-01,700,upgrade,success
36,2023-04-01,299,subscription,success
41,2023-04-01,99,subscription,success
46,2023-04-01,99,subscription,success
47,2023-04-01,99,subscription,success
51,2023-04-01,99,subscription,success
52,2023-04-01,99,subscription,success
57,2023-04-01,999,subscription,success
58,2023-04-01,99,subscription,success
59,2023-04-01,200,upgrade,success
59,2023-04-01,99,subscription,success
63,2023-04-01,99,subscription,success
65,2023-04-01,99,subscription,success
66,2023-04-01,99,subscription,success
70,2023-04-01,99,subscription,success
72,2023-04-01,99,subscription,success
77,2023-04-01,99,subscription,success
79,2023-04-01,99,subscription,success
81,2023-04-01,299,subscription,success
82,2023-04-01,99,subscription,success
83,2023-04-01,99,subscription,success
84,2023-04-01,99,subscription,failed
86,2023-04-01,99,subscription,success
90,2023-04-01,200,upgrade,success
90,2023-04-01,99,subscription,success
92,2023-04-01,700,upgrade,success
92,2023-04-01,299,subscription,success
94,2023-04-01,299,subscription,success
95,2023-04-01,99,subscription,failed
98,2023-04-01,99,subscription,success
99,2023-04-01,99,subscription,success
100,2023-04-01,99,subscription,success
101,2023-04-01,99,subscription,success
105,2023-04-01,99,subscription,success
107,2023-04-01,99,subscription,success
108,2023-04-01,900,upgrade,success
108,2023-04-01,99,subscription,success
110,2023-04-01,99,subscription,success
113,2023-04-01,200,upgrade,success
113,2023-04-01,99,subscription,success
117,2023-04-01,99,subscription,success
118,2023-04-01,99,subscription,success
119,2023-04-01,99,subscription,success
120,2023-04-01,200,upgrade,success
120,2023-04-01,99,subscription,success
123,2023-04-01,99,subscription,success
124,2023-04-01,999,subscription,success
128,2023-04-01,99,subscription,success
130,2023-04-01,200,upgrade,success
130,2023-04-01,99,subscription,success
131,2023-04-01,99,subscription,success
134,2023-04-01,99,subscription,failed
137,2023-04-01,99,subscription,success
139,2023-04-01,700,upgrade,success
139,2023-04-01,299,subscription,success
142,2023-04-01,99,subscription,success
143,2023-04-01,700,upgrade,success
143,2023-04-01,299,subscription,success
144,2023-04-01,99,subscription,success
149,2023-04-01,999,subscription,success
150,2023-04-01,99,subscription,success
153,2023-04-01,99,subscription,success
156,2023-04-01,299,subscription,success
161,2023-04-01,99,subscription,success
167,2023-04-01,99,subscription,failed
177,2023-04-01,99,subscription,success
179,2023-04-01,299,subscription,success
181,2023-04-01,200,upgrade,success
181,2023-04-01,99,subscription,success
182,2023-04-01,99,subscription,success
183,2023-04-01,99,subscription,success
186,2023-04-01,200,upgrade,success
186,2023-04-01,99,subscription,success
187,2023-04-01,99,subscription,success
188,2023-04-01,99,subscription,success
189,2023-04-01,200,upgrade,success
189,2023-04-01,99,subscription,success
190,2023-04-01,99,subscription,success
192,2023-04-01,999,subscription,success
193,2023-04-01,99,subscription,success
194,2023-04-01,99,subscription,success
195,2023-04-01,99,subscription,success
199,2023-04-01,99,subscription,success
200,2023-04-01,99,subscription,success
205,2023-04-01,99,subscription,success
210,2023-04-01,99,subscription,success
211,2023-04-01,99,subscription,success
214,2023-04-01,99,subscription,success
215,2023-04-01,99,subscription,success
217,2023-04-01,99,subscription,success
218,2023-04-01,999,subscription,success
222,2023-04-01,900,upgrade,success
222,2023-04-01,99,subscription,success
223,2023-04-01,99,subscription,success
224,2023-04-01,99,subscription,success
229,2023-04-01,99,subscription,success
232,2023-04-01,299,subscription,success
233,2023-04-01,99,subscription,success
235,2023-04-01,99,subscription,success
237,2023-04-01,700,upgrade,success
237,2023-04-01,299,subscription,success
238,2023-04-01,99,subscription,success
239,2023-04-01,99,subscription,success
243,2023-04-01,99,subscription,success
244,2023-04-01,99,subscription,success
246,2023-04-01,999,subscription,success
247,2023-04-01,999,subscription,success
248,2023-04-01,99,subscription,success
249,2023-04-01,700,upgrade,success
249,2023-04-01,299,subscription,success
250,2023-04-01,200,upgrade,success
250,2023-04-01,99,subscription,success
251,2023-04-01,700,upgrade,success
251,2023-04-01,299,subscription,success
252,2023-04-01,200,upgrade,success
252,2023-04-01,99,subscription,success
254,2023-04-01,99,subscription,success
256,2023-04-01,99,subscription,success
257,2023-04-01,99,subscription,success
258,2023-04-01,200,upgrade,success
258,2023-04-01,99,subscription,success
260,2023-04-01,99,subscription,success
263,2023-04-01,200,upgrade,success
263,2023-04-01,99,subscription,success
